GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
295,99,2,2.5,3.0,7.65,0,0.57
319,108,3,3.0,3.5,8.54,1,0.71
322,112,4,3.5,2.5,9.02,1,0.73
315,103,1,1.5,2.0,7.86,0,0.57
324,110,3,3.5,4.0,8.87,1,0.8
297,96,2,2.5,2.0,7.43,0,0.34
320,120,3,4.0,4.5,9.11,0,0.86
298,101,4,2.5,4.5,7.69,1,0.53
327,106,4,4.0,4.5,8.75,1,0.76
310,110,1,1.5,4.0,7.23,1,0.58
334,119,5,4.5,4.5,9.48,1,0.94
313,102,3,3.5,4.0,8.9,1,0.77
332,108,5,4.5,4.0,9.02,1,0.87
324,107,4,4.0,4.5,8.87,1,0.76
310,106,4,1.5,2.5,8.36,0,0.57
310,106,4,4.5,4.5,9.04,1,0.66
304,100,4,1.5,2.5,7.84,0,0.42
309,106,2,2.5,2.5,8.0,0,0.62
308,106,3,3.5,2.5,8.21,1,0.75
301,107,3,3.5,3.5,8.34,1,0.62
311,104,3,4.0,3.5,8.13,1,0.74
303,102,3,3.5,3.0,8.5,0,0.62
316,107,2,3.5,3.5,8.64,1,0.57
316,109,4,4.5,3.5,8.76,1,0.74
324,111,5,4.5,4.0,9.16,1,0.9
312,109,3,3.0,3.0,8.69,0,0.77
308,110,4,3.5,3.0,8.6,0,0.7
311,105,2,3.0,2.0,8.12,1,0.73
297,100,1,1.5,2.0,7.9,0,0.52
309,105,4,3.5,2.0,8.18,0,0.65
310,106,2,3.5,2.5,8.33,0,0.73
326,114,3,3.0,3.0,9.11,1,0.83
320,110,2,4.0,3.5,8.56,0,0.72
328,110,4,4.0,2.5,9.02,1,0.81
312,105,2,2.0,2.5,8.45,0,0.72
298,100,3,2.5,4.0,7.95,1,0.58
318,100,2,2.5,3.5,8.54,1,0.71
335,118,5,4.5,3.5,9.44,1,0.93
317,106,2,2.0,3.5,8.12,0,0.73
314,104,4,5.0,5.0,9.02,0,0.82
298,99,1,1.5,3.0,7.46,0,0.53
318,103,3,4.0,4.5,8.49,1,0.71
330,116,4,5.0,4.5,9.45,1,0.91
304,105,2,3.0,3.0,8.2,1,0.54
296,97,2,1.5,2.0,7.8,0,0.49
325,112,4,4.0,4.0,9.0,1,0.8
319,106,3,3.5,2.5,8.33,1,0.74
316,99,2,2.5,3.0,9.0,0,0.7
301,97,2,3.0,3.0,7.88,1,0.44
294,95,1,1.5,1.5,7.64,0,0.49
304,100,2,2.5,3.5,8.07,0,0.64
335,115,4,4.5,4.5,9.68,1,0.93
312,100,1,3.0,3.0,8.53,1,0.69
302,99,2,1.0,2.0,7.97,0,0.56
340,120,5,4.5,4.5,9.6,1,0.94
307,102,3,3.0,3.0,8.27,0,0.73
314,102,2,2.0,2.5,8.24,0,0.64
322,110,3,3.5,3.0,8.96,1,0.78
331,116,5,5.0,5.0,9.38,1,0.93
309,100,2,3.0,3.0,8.1,0,0.48
312,106,3,4.0,3.5,8.79,1,0.81
321,102,3,3.5,4.0,9.01,1,0.8
321,107,2,2.0,1.5,8.44,0,0.81
340,113,4,5.0,5.0,9.74,1,0.96
326,102,4,5.0,5.0,8.76,1,0.77
324,112,4,4.0,2.5,8.1,1,0.72
300,104,3,3.5,3.0,8.16,0,0.71
338,117,4,3.5,4.5,9.46,1,0.91
336,112,5,5.0,5.0,9.76,1,0.96
315,105,3,2.0,2.5,8.34,0,0.7
308,102,2,2.0,3.5,7.98,1,0.58
316,104,3,3.0,3.5,8.0,1,0.72
323,108,3,3.5,3.0,8.6,0,0.45
332,116,5,5.0,5.0,9.28,1,0.94
313,102,3,2.5,2.5,8.68,0,0.71
305,102,2,1.5,2.5,7.64,0,0.59
301,98,1,2.0,3.0,8.03,1,0.67
325,108,4,4.5,4.0,9.06,1,0.79
311,104,3,4.5,4.5,8.43,0,0.7
324,100,3,4.0,5.0,8.64,1,0.78
323,107,4,3.0,2.5,8.48,1,0.78
313,109,3,4.0,3.5,9.0,0,0.79
309,111,2,2.5,4.0,8.03,0,0.6
316,101,2,2.5,2.0,8.32,1,0.61
302,102,3,3.5,5.0,8.33,0,0.65
308,109,2,3.0,4.0,8.45,0,0.71
317,107,3,4.0,3.0,8.7,0,0.66
329,119,4,4.5,4.5,9.16,1,0.9
325,106,3,3.5,4.0,8.4,1,0.52
315,110,2,3.5,3.0,8.46,1,0.72
337,118,4,4.5,4.5,9.65,1,0.92
329,114,5,4.0,5.0,9.3,1,0.86
317,105,3,3.5,3.0,8.56,0,0.68
307,105,4,3.0,3.0,7.94,0,0.62
315,104,3,4.0,2.5,8.1,0,0.65
296,99,2,2.5,2.5,8.03,0,0.61
328,112,4,4.0,4.5,9.1,1,0.78
308,108,4,4.5,5.0,8.34,0,0.77
320,101,2,2.5,3.0,8.62,0,0.7
320,113,2,2.0,2.5,8.64,1,0.81
325,110,4,4.5,4.0,8.96,1,0.79
329,111,4,4.5,4.0,9.01,1,0.81
340,120,5,4.5,4.5,9.91,1,0.97
300,99,1,1.0,2.5,8.01,0,0.58
306,110,2,3.5,4.0,8.45,0,0.63
326,112,4,4.0,3.5,9.12,1,0.84
324,113,4,4.5,4.0,8.79,0,0.76
312,107,3,3.0,3.0,8.46,1,0.75
322,110,4,4.0,5.0,9.13,1,0.86
329,111,4,4.5,4.5,9.18,1,0.87
323,110,5,4.0,5.0,8.98,1,0.87
323,104,3,4.0,4.0,8.44,1,0.73
327,113,4,4.5,4.5,9.04,0,0.84
313,98,3,2.5,4.5,8.3,1,0.76
316,109,3,3.5,3.0,8.76,0,0.77
296,101,1,2.5,3.0,7.68,0,0.6
304,105,1,3.0,1.5,7.5,0,0.52
329,111,4,4.5,4.0,9.23,1,0.89
312,107,4,4.5,4.0,8.65,1,0.73
320,111,4,4.5,3.5,8.87,1,0.85
301,104,3,3.5,4.0,8.12,1,0.68
325,110,2,3.0,2.5,8.76,1,0.75
315,101,3,3.5,4.5,9.13,0,0.79
319,110,3,3.0,2.5,8.79,0,0.72
337,117,5,5.0,5.0,9.87,1,0.96
311,101,2,2.5,3.5,8.34,1,0.7
328,115,4,4.5,4.0,9.16,1,0.78
325,114,4,3.0,2.0,8.4,0,0.7
320,110,5,5.0,5.0,9.2,1,0.88
317,100,2,3.0,2.5,8.57,0,0.68
324,107,5,3.5,4.0,8.66,1,0.81
308,101,2,3.0,4.0,7.9,0,0.68
309,99,3,4.0,4.0,8.56,0,0.76
329,114,5,4.5,5.0,9.19,1,0.86
327,113,4,4.5,4.5,9.11,1,0.89
300,105,1,1.0,2.0,7.8,0,0.58
326,114,4,4.0,3.5,9.16,1,0.86
330,113,5,5.0,4.0,9.31,1,0.91
323,113,4,4.0,4.5,9.23,1,0.89
300,100,3,2.0,3.0,8.66,1,0.64
321,109,3,3.5,3.5,8.8,1,0.74
315,99,2,3.5,3.0,7.89,0,0.63
319,103,4,4.5,3.5,8.66,0,0.76
336,119,4,4.5,4.0,9.62,1,0.95
321,109,4,4.0,4.0,8.68,1,0.69
312,100,2,1.5,3.5,7.9,1,0.56
302,99,3,2.5,3.0,7.45,0,0.52
294,93,1,1.5,2.0,7.36,0,0.46
315,100,1,2.0,2.5,7.95,0,0.58
313,101,3,2.5,3.0,8.04,0,0.62
324,109,3,3.5,3.0,8.94,1,0.78
296,99,2,3.0,3.5,7.28,0,0.47
312,104,3,3.5,3.5,8.42,0,0.74
315,107,2,4.0,3.0,8.5,1,0.56
333,119,5,5.0,4.5,9.78,1,0.96
306,105,2,2.5,3.0,8.22,1,0.72
316,103,2,2.0,4.5,8.74,0,0.69
300,98,1,2.0,2.5,8.02,0,0.61
340,114,5,4.0,4.0,9.6,1,0.9
304,102,2,3.0,4.0,8.73,0,0.67
315,106,3,4.5,3.5,8.42,0,0.72
318,109,1,3.5,3.5,9.12,0,0.78
323,110,3,4.0,3.5,9.1,1,0.79
321,114,5,4.5,4.5,9.16,1,0.87
328,116,4,5.0,3.5,9.6,1,0.93
328,116,5,5.0,5.0,9.5,1,0.94
319,105,3,3.0,3.5,8.67,1,0.73
325,112,2,3.0,3.5,8.96,1,0.8
295,96,2,1.5,2.0,7.34,0,0.47
331,119,4,5.0,4.5,9.34,1,0.9
322,104,3,3.5,4.0,8.84,1,0.78
299,102,3,4.0,3.5,8.62,0,0.56
301,104,2,3.5,3.5,7.89,1,0.68
312,101,2,2.5,3.5,8.04,1,0.68
320,112,2,3.5,3.5,8.78,1,0.73
312,99,1,1.0,1.5,8.01,1,0.52
304,107,3,3.5,3.0,7.86,0,0.57
323,112,5,4.0,4.5,8.78,0,0.79
317,103,2,2.5,2.0,8.15,0,0.65
308,103,2,3.0,3.5,8.49,0,0.66
340,120,4,5.0,5.0,9.5,1,0.96
324,114,5,5.0,4.5,9.08,1,0.89
319,102,3,2.5,2.5,8.37,0,0.68
313,106,2,2.5,2.0,8.43,0,0.62
312,103,3,5.0,4.0,8.45,0,0.76
327,103,3,4.0,4.0,8.3,1,0.74
306,105,2,3.0,2.5,8.26,0,0.73
308,108,3,3.5,3.5,8.22,0,0.61
335,117,5,5.0,5.0,9.82,1,0.96
300,101,3,3.5,2.5,7.88,0,0.59
304,103,5,5.0,4.0,8.64,0,0.68
304,103,5,5.0,3.0,7.92,0,0.71
322,110,3,3.5,2.5,8.67,1,0.8
312,103,3,3.5,4.0,8.78,0,0.67
312,107,3,3.0,2.0,7.9,1,0.64
322,112,4,4.5,4.5,9.26,1,0.91
328,116,5,4.5,5.0,9.08,1,0.91
323,108,5,4.0,4.0,8.74,1,0.81
312,105,2,2.5,3.0,8.12,0,0.64
301,106,4,2.5,3.0,8.47,0,0.57
339,114,5,4.0,4.5,9.76,1,0.96
314,106,2,4.0,3.5,8.25,0,0.62
330,116,5,5.0,4.5,9.36,1,0.93
312,106,3,3.0,5.0,8.57,0,0.71
314,105,3,3.5,2.5,8.3,0,0.54
317,106,1,1.5,3.5,7.65,1,0.61
338,120,4,5.0,5.0,9.66,1,0.95
326,111,5,4.5,4.0,9.23,1,0.88
318,112,3,4.0,3.5,8.67,0,0.71
297,101,3,2.0,4.0,7.67,1,0.57
314,108,3,4.5,3.5,8.14,0,0.64
305,112,3,3.0,3.5,8.65,0,0.71
303,100,2,3.0,3.5,8.06,1,0.64
320,104,3,3.0,3.5,8.74,1,0.76
309,105,5,3.5,3.5,8.56,0,0.71
315,105,3,2.0,2.5,8.48,0,0.75
317,101,3,3.0,2.0,7.94,1,0.49
331,116,4,4.5,4.5,9.44,1,0.92
305,107,2,2.5,2.5,8.42,0,0.71
301,99,3,2.5,2.0,8.45,1,0.68
318,110,3,4.0,3.0,8.8,0,0.63
313,102,3,2.0,3.0,8.27,0,0.64
321,112,3,3.0,4.5,8.95,1,0.77
299,100,1,1.5,2.0,7.89,0,0.59
326,113,5,4.5,4.0,9.4,1,0.91
321,111,4,4.0,4.0,8.97,1,0.87
297,99,4,3.0,3.5,7.81,0,0.54
331,115,5,4.0,3.5,9.44,1,0.92
309,105,2,2.5,4.0,7.68,0,0.55
329,110,2,4.0,3.0,9.15,1,0.84
298,101,2,1.5,2.0,7.86,0,0.54
326,108,3,3.0,3.5,8.89,0,0.8
312,107,2,2.5,3.5,8.27,0,0.69
317,104,2,4.5,4.0,8.47,0,0.57
330,115,5,4.5,3.0,9.34,1,0.9
322,110,3,3.0,3.5,8.0,0,0.7
320,108,3,3.5,4.0,8.44,1,0.76
334,117,5,4.0,4.5,9.07,1,0.89
318,101,5,3.5,5.0,8.78,1,0.78
